更新时间,#genre#
20251205 01:35,url


RespoTime,whitelist,#genre#
249.60ms,[BD]靖洋戲劇,https://stream1.freetv.fun/jing-yang-xi-ju-2.m3u8
249.60ms,河南卫视,https://stream1.freetv.fun/2aaeecceb0bc78b01e7abe6bf698766254211f5dcb4ee372b9a168638e461406.m3u8
249.61ms,台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-11.m3u8
249.61ms,[BD]靖天國際,https://stream1.freetv.fun/jing-tian-guo-ji-2.m3u8
249.61ms,[HD]zarok tv sorani,https://stream1.freetv.fun/zarok-tv-sorani-1.m3u8
249.61ms,湖南电视剧,https://stream1.freetv.fun/hu-nan-dian-shi-ju-3.m3u8
249.63ms,JITVJOGJA,https://stream1.freetv.fun/jitv-jogja-1.m3u8
249.63ms,[SD]30a tv classic movies,https://stream1.freetv.fun/30a-tv-classic-movies-2.m3u8
249.64ms,重庆卫视,https://stream1.freetv.fun/b9f205578f15321cdeac2291efa202a62fb3b6fc3f3a1761d51b9357e7916be7.m3u8
249.64ms,东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-gao-qing-2.m3u8
249.64ms,[BD]華視,https://stream1.freetv.fun/hua-shi-14.m3u8
249.65ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-19.m3u8
249.65ms,[BD]靖天電影,https://stream1.freetv.fun/jing-tian-dian-ying-4.m3u8
249.66ms,CCTV13,https://stream1.freetv.fun/f775810be10706600c58373ca47c369fa14a21c1fb1fb953645eaa89b7811b7f.m3u8
249.66ms,[HD]history hit,https://stream1.freetv.fun/history-hit-2.m3u8
249.66ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-12.ctv
249.67ms,[BD]東森新聞,https://stream1.freetv.fun/dong-sen-xin-wen-9.m3u8
249.67ms,[BD]靖天戲劇,https://stream1.freetv.fun/jing-tian-xi-ju-2.m3u8
249.68ms,[BD]ช่อง travel tv,https://stream1.freetv.fun/ch-ng-travel-tv-1.m3u8
249.68ms,CCTV11,https://stream1.freetv.fun/45924a133f951974f16567235e54151d56b5a41ab7cae3866a9e79a8d366cd09.m3u8
249.69ms,[BD]非凡商業,https://stream1.freetv.fun/fei-fan-shang-ye-5.m3u8
249.69ms,[HD]azteca honduras,https://stream1.freetv.fun/azteca-honduras-1.m3u8
249.70ms,[HD]tempe channel 11,https://stream1.freetv.fun/tempe-channel-11-1.m3u8
249.70ms,[BD]chardikla time tv,https://stream1.freetv.fun/chardikla-time-tv-1.m3u8
249.70ms,[HD]广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-100.m3u8
249.71ms,[HD]radio italia trend,https://stream1.freetv.fun/radio-italia-trend-1.m3u8
249.71ms,[BD]靖洋卡通,https://stream1.freetv.fun/jing-yang-qia-tong-1.m3u8
249.71ms,[BD]八大精彩,https://stream1.freetv.fun/ba-da-jing-cai-7.m3u8
249.71ms,[BD]canal 32,https://stream1.freetv.fun/canal-32-3.m3u8
249.72ms,CCTV8,https://stream1.freetv.fun/a6da9f1926138950681f95e748614ac225dd23892fe4e4682514cb4d8d8cda0c.m3u8
249.73ms,[BD]贵州卫视 8m1080,https://stream1.freetv.fun/gui-zhou-wei-shi--8m1080-1.m3u8
249.73ms,[BD]kids tv *y,https://stream1.freetv.fun/kids-tv--y-1.m3u8
249.73ms,厦门卫视,https://stream1.freetv.fun/fa7f6e9ffa48876e0a0c01d13236367138a865a5ebda64b80d0398a29ee8cdb7.m3u8
249.74ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.ctv
249.74ms,[VGA]Trans 7 *a,https://stream1.freetv.fun/trans-7--a-1.m3u8
249.74ms,[HD]cnn,https://stream1.freetv.fun/cnn-3.m3u8
249.75ms,第一财经,https://stream1.freetv.fun/di-yi-cai-jing-5.m3u8
249.75ms,[HD]云南卫视,https://stream1.freetv.fun/yun-nan-wei-shi-67.m3u8
249.75ms,[BD]三立inews,https://stream1.freetv.fun/san-li-inews-4.m3u8
249.75ms,[HD]pro sport international,https://stream1.freetv.fun/pro-sport-international-1.m3u8
249.75ms,广西卫视,https://stream1.freetv.fun/52c0a80fd71da625bb7598408847c09e8bc7a1277d37354cbee4a624ffc7d994.m3u8
249.76ms,[BD]trace sport stars,https://stream1.freetv.fun/trace-sport-stars-10.m3u8
249.76ms,魅力足球,https://stream1.freetv.fun/ipv6-mei-li-zu-qiu-4.m3u8
249.76ms,江西卫视,https://stream1.freetv.fun/dc1588c05fae45e0e60cf2dccd2870db218b8dc9203e57c8c6c8c1ffc3325960.m3u8
249.77ms,[HD]吉林卫视,https://stream1.freetv.fun/ji-lin-wei-shi-9.m3u8
249.77ms,[BD]tvbs台劇,https://stream1.freetv.fun/tvbstai-ju-2.m3u8
249.78ms,[BD]民視影劇,https://stream1.freetv.fun/min-shi-ying-ju-5.m3u8
249.78ms,CCTV3,https://stream1.freetv.fun/fab80767c7639787d5cc1aaa550702708ce601db5d7ec8a3234c35cc6b8653b5.m3u8
249.79ms,[VGA]rupavahini,https://stream1.freetv.fun/rupavahini-1.m3u8
249.79ms,[HD]daai tv,https://stream1.freetv.fun/daai-tv-1.m3u8
249.79ms,[HD]gtn canada,https://stream1.freetv.fun/gtn-canada-1.m3u8
249.80ms,QTALCHANNEL,https://stream1.freetv.fun/q-tal-channel-1.m3u8
249.80ms,[BD]love nature,https://stream1.freetv.fun/love-nature-12.m3u8
249.81ms,江西卫视,https://stream1.freetv.fun/c5b111188406543af7e57b190d868e9e911cae646dee6d37d2af0075aeccd66d.m3u8
249.81ms,[SD]карусель,https://stream1.freetv.fun/karusel-1.m3u8
249.81ms,新疆卫视,https://stream1.freetv.fun/4d7c20e4deec80ce514ff2dfd7931296def68be04a9cd383650a1ee17d54d821.m3u8
249.82ms,CCTV2,https://stream1.freetv.fun/c211dc7c7e361326eeb316f377006a6121762f74c3888cffce2ca82411c5d284.m3u8
249.82ms,[HD]etv plus,https://stream1.freetv.fun/etv-plus-2.m3u8
249.82ms,广东体育,https://stream1.freetv.fun/3864d41a409cbbbd8579e4ec03eb47e6cf65b15f5cae7c3cd44ccd4b9991a017.m3u8
249.83ms,吉林卫视,https://stream1.freetv.fun/ec115ddb27069ec189cbd1363c4bc06def34d3a19b57c979b96ed9201bda04bb.m3u8
249.83ms,福建电视剧,https://stream1.freetv.fun/fu-jian-dian-shi-ju-2.m3u8
249.83ms,永嘉新闻综合,https://stream1.freetv.fun/yong-jia-xin-wen-zong-he-2.m3u8
249.83ms,SUKANRTM*,https://stream1.freetv.fun/sukan-rtm-8.m3u8
249.84ms,河南卫视,https://stream1.freetv.fun/e588987d8afaba1df67a391ea75744e02f2e7c3cde3e781b58dd5930f11eedda.m3u8
249.84ms,故乡的原风景,https://vd2.bdstatic.com/mda-kc4eh79vqhm2gyxh/sc/mda-kc4eh79vqhm2gyxh.mp4
249.84ms,[HD]ช่อง dorcel club,https://stream1.freetv.fun/ch-ng-dorcel-club-1.m3u8
249.84ms,四川卫视,https://stream1.freetv.fun/1c0122fc8f14c05006e2c348f842557a612d5307a960c42b95758d6f5c36119f.m3u8
249.84ms,[HD]黑龙江卫视,https://stream1.freetv.fun/hei-long-jiang-wei-shi-88.m3u8
249.85ms,[BD]tele 1,https://stream1.freetv.fun/tele-1-3.m3u8
249.85ms,[HD]india tv,https://stream1.freetv.fun/india-tv-1.m3u8
249.86ms,[HD]теледом,https://stream1.freetv.fun/teledom-1.m3u8
249.86ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-7.ctv
249.86ms,[BD]mtv live,https://stream1.freetv.fun/mtv-live-2.m3u8
249.86ms,[BD]天津卫视,https://stream1.freetv.fun/tian-jin-wei-shi-85.m3u8
249.86ms,草蜢合集,https://vd2.bdstatic.com/mda-nkg6xtz6ph8a421a/sc/cae_h264/1668671364539601937/mda-nkg6xtz6ph8a421a.mp4
249.86ms,[BD]新闻综合,https://stream1.freetv.fun/xin-wen-zong-he-14.m3u8
249.87ms,[BD]ช่อง california music channel,https://stream1.freetv.fun/ch-ng-california-music-channel-2.m3u8
249.87ms,[HD]郴州综合,https://stream1.freetv.fun/chen-zhou-zong-he-2.m3u8
249.88ms,[BD]平舆新闻综合频道,https://stream1.freetv.fun/ping-yu-xin-wen-zong-he-1.m3u8
249.88ms,[BD]第一财经,https://stream1.freetv.fun/di-yi-cai-jing-6.m3u8
249.88ms,[VGA]fox news,https://stream1.freetv.fun/fox-news-11.m3u8
249.88ms,[BD]cctv15 3.5m1080,https://stream1.freetv.fun/cctv15-3-5m1080-2.m3u8
249.88ms,[BD]三立inews,https://stream1.freetv.fun/san-li-inews-5.m3u8
249.88ms,广西卫视,https://stream1.freetv.fun/86f11ddc0a95dc6a89f6959e3a8f5ad5cc1312fc051bf5d38dd925ba23ae5b2a.m3u8
249.89ms,CHC家庭影院,https://stream1.freetv.fun/chc-jia-ting-ying-yuan-1.ctv
249.90ms,石家庄生活,https://stream1.freetv.fun/shi-jia-zhuang-sheng-huo-1.ctv
249.90ms,[BD]广西国际,https://stream1.freetv.fun/yan-xi-guo-ji-5.m3u8
249.92ms,[BD]voyages plus,https://stream1.freetv.fun/voyages-plus-2.m3u8
249.92ms,[HD]湖州公共,https://stream1.freetv.fun/hu-zhou-gong-gong-10.m3u8
249.92ms,[BD]fdf,https://stream1.freetv.fun/fdf-1.m3u8
249.92ms,湖北卫视,https://stream1.freetv.fun/73877f7e121cb093d0c482c1e9dca01984153d6848cc1e910354546c33198a93.m3u8
249.92ms,南宁影视娱乐,https://stream1.freetv.fun/nan-zhu-ying-shi-yu-le-4.m3u8
249.94ms,[BD]江苏卫视 4m1080,https://stream1.freetv.fun/jiang-su-wei-shi--4m1080-1.m3u8
249.94ms,[BD]凉山新闻综合,https://stream1.freetv.fun/liang-shan-xin-wen-zong-he-3.m3u8
249.95ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-10.m3u8
249.95ms,[BD]浙江教科,https://stream1.freetv.fun/zhe-jiang-jiao-ke-2.m3u8
249.95ms,[HD]xite,https://stream1.freetv.fun/xite-5.m3u8
249.95ms,[BD]tvbs精采,https://stream1.freetv.fun/tvbsjing-cai-1.m3u8
249.95ms,[HD]canal motor,https://stream1.freetv.fun/canal-motor-5.m3u8
249.96ms,[HD]al sahat,https://stream1.freetv.fun/al-sahat-1.m3u8
249.96ms,[SD]illusion plus,https://stream1.freetv.fun/illusion-plus-1.m3u8
249.96ms,[BD]荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-2.m3u8
249.96ms,beyond2,https://vd3.bdstatic.com/mda-nm75269264v485fe/sc/cae_h264/1670475833350119754/mda-nm75269264v485fe.mp4
249.96ms,[BD]三立綜合合,https://stream1.freetv.fun/san-li-zong-he-he-2.m3u8
249.97ms,[BD]cctv16 奥林匹克,https://stream1.freetv.fun/cctv16-ao-lin-pi-ke-1.m3u8
249.97ms,[BD]靖天映畫,https://stream1.freetv.fun/jing-tian-ying-hua-1.m3u8
249.97ms,东南卫视,http://j.x.bkpcp.top/jx/DONGNHD
249.97ms,[BD]liveabc互動英語,https://stream1.freetv.fun/liveabchu-dong-ying-yu-2.m3u8
249.98ms,[VGA]imam hussein tv 1,https://stream1.freetv.fun/imam-hussein-tv-1-1.m3u8
249.99ms,[BD]東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen-1.m3u8
249.99ms,CCTV7,https://stream1.freetv.fun/055dde25f4bef24b625b17b692211711fe273e0d26694f594d3035191bfe03ff.m3u8
249.99ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-13.ctv
249.99ms,苏州新闻综合,https://stream1.freetv.fun/su-zhou-xin-wen-zong-he-13.m3u8
250.00ms,TVB明珠*,https://stream1.freetv.fun/ming-zhu-4.m3u8
250.02ms,[BD]tvbs台劇,https://stream1.freetv.fun/tvbstai-ju-1.m3u8
250.02ms,云南卫视,https://stream1.freetv.fun/8104a5c152a868defd1a5d14db7deb3203e05fbdd375c5de7e68240bf606f8ea.m3u8
250.02ms,海南卫视,https://stream1.freetv.fun/faf88b6be72cb9e10d14b0844f084d7cb27f8985ae5f4674f67d6d1d13164def.m3u8
250.02ms,[BD]广东影视,https://stream1.freetv.fun/yan-dong-ying-shi-11.m3u8
250.03ms,[HD]ucv,https://stream1.freetv.fun/ucv-1.m3u8
250.03ms,Classic Movies Channel,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/561c5b0dada51f8004c4d855/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c27e003-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7911819c-67eb-4f58-944f-5c6c6d4d937d
250.04ms,《人间惊鸿客》,https://vd3.bdstatic.com/mda-mh2bbyjcqjxjhzkd/1080p/cae_h264/1627978577559447916/mda-mh2bbyjcqjxjhzkd.mp4
250.04ms,[BD]iqraa arabic,https://stream1.freetv.fun/iqraa-arabic-1.m3u8
250.04ms,[BD]海南卫视,https://stream1.freetv.fun/hai-nan-wei-shi-21.m3u8
250.04ms,青海卫视,https://stream1.freetv.fun/e0551db6bc9512b248a2da5f2455dee2c1d3164fb9ece82daa77b0c1b7ffb8a4.m3u8
250.04ms,大片3D,https://vd2.bdstatic.com/mda-ki2cvyhz79rw40wg/v1-cae/sc/mda-ki2cvyhz79rw40wg.mp4
250.04ms,[BD]cctv12,https://stream1.freetv.fun/cctv12-32.m3u8
250.04ms,三立新闻,https://stream1.freetv.fun/san-li-xin-wen-4.m3u8
250.05ms,CCTV11,https://stream1.freetv.fun/c23a4f52a9d9d0b34759b80498722011be190bd0d11d4425312946cb5f42cc75.m3u8
250.05ms,新疆卫视,https://stream1.freetv.fun/400f1b0d17f68b9f1607d15db49de2340cd45b4df2c06234bb1956dde4500de1.m3u8
250.06ms,青海卫视,https://stream1.freetv.fun/a4027c54f2c3b0e3ba6b7f3ac30c3b0484c92403303c0eb3b404b4bf93055b5f.m3u8
250.06ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-37.m3u8
250.06ms,[HD]chincha tv,https://stream1.freetv.fun/chincha-tv-1.m3u8
250.07ms,[HD]paramount network east,https://stream1.freetv.fun/paramount-network-east-2.m3u8
250.07ms,Akaku 54 (Hawaii) (1080p),https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch2/video.m3u8
250.07ms,[BD]广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-7.m3u8
250.08ms,Al Saudiya,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-saudi-tv/2ad66056b51fd8c1b624854623112e43/index.m3u8
250.09ms,[HD]绍兴新闻综合,https://stream1.freetv.fun/shao-xing-xin-wen-zong-he-3.m3u8
250.09ms,第一财经,https://stream1.freetv.fun/ipv6-di-yi-cai-jing-6.m3u8
250.09ms,[BD]tvm 3,https://stream1.freetv.fun/tvm-3-1.m3u8
250.10ms,广西卫视,https://stream1.freetv.fun/cd3ee6408c3bd6eb788abbf61f06cdedd3e2a62e4d6d500e23148b9ab887d7a5.m3u8
250.10ms,云南卫视,https://stream1.freetv.fun/5bbba5834b315d5fec76e36bcd530eca118d6b43f41e5be0a5ac9da26541fad7.m3u8
250.10ms,上海都市,https://stream1.freetv.fun/ipv6-shang-hai-du-shi-3.m3u8
250.11ms,湖北垄上,https://stream1.freetv.fun/hu-bei-long-shang-9.ctv
250.11ms,福建少儿,https://stream1.freetv.fun/fu-jian-shao-er-6.m3u8
250.11ms,湖北卫视,https://stream1.freetv.fun/c1d6ab376c99f7726298b846dc6790c4791e01a8edf4ccb4bfafa6f8b92424d1.m3u8
250.12ms,辽宁卫视,https://stream1.freetv.fun/liao-zhu-wei-shi-gao-qing-1.m3u8
250.12ms,[HD]cctv9,https://stream1.freetv.fun/cctv9-21.m3u8
250.12ms,[BD]广东体育高清,https://stream1.freetv.fun/yan-dong-ti-yu-gao-qing-1.m3u8
250.12ms,[HD]tmc,https://stream1.freetv.fun/tmc-1.m3u8
250.13ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-4.ctv
250.13ms,[BD]love nature,https://stream1.freetv.fun/love-nature-29.m3u8
250.13ms,三沙卫视,https://stream1.freetv.fun/8bd6b69c423ac31e71c2311ad33f4f291e1314c69005ffb7b3b7defc2944adb2.m3u8
250.14ms,四川卫视,https://stream1.freetv.fun/527087db94595f8149818edbff1796a27936a74ad5037913f940114a3b585178.m3u8
250.14ms,宁夏卫视,https://stream1.freetv.fun/53a19b4d7f728a661b149caf3de83d5662e7273c497933176191030bea3e4a70.m3u8
250.15ms,[SD]绍兴新闻综合,https://stream1.freetv.fun/shao-xing-xin-wen-zong-he-1.m3u8
250.15ms,[VGA]Animax *a,https://stream1.freetv.fun/animax--a-1.m3u8
250.16ms,[HD]latina tv,https://stream1.freetv.fun/latina-tv-2.m3u8
250.16ms,兵团卫视,https://stream1.freetv.fun/d0d5926b5e0650e6580336df81160dc6012970e5d9239d2977036481fc100639.m3u8
250.17ms,[BD]cctv6,https://stream1.freetv.fun/cctv6-28.m3u8
250.17ms,[BD]东方卫视高清,https://stream1.freetv.fun/dong-fang-wei-shi-gao-qing-5.m3u8
250.17ms,宁夏卫视,https://stream1.freetv.fun/cc16a0fe49219a8e892e4ac0a89d626d09f0c5af7cd94198648427aca9719943.m3u8
250.17ms,[BD]trt world,https://stream1.freetv.fun/trt-world-4.m3u8
250.17ms,[BD]trace sport start,https://stream1.freetv.fun/trace-sport-start-1.m3u8
250.17ms,重庆卫视,https://stream1.freetv.fun/f5a9cba48397ca39e64e0b0f221ba9bbea65d43777bfa710c3f6088618acb537.m3u8
250.17ms,[BD]視納華仁紀實,https://stream1.freetv.fun/shi-na-hua-ren-ji-shi-2.m3u8
250.18ms,[HD]南宁公共,https://stream1.freetv.fun/nan-zhu-gong-gong-9.m3u8
250.18ms,[BD]視納華仁紀實,https://stream1.freetv.fun/shi-na-hua-ren-ji-shi-7.m3u8
250.18ms,[BD]spacetoon arabic,https://stream1.freetv.fun/spacetoon-arabic-1.m3u8
250.18ms,[BD]河北卫视,https://stream1.freetv.fun/he-bei-wei-shi-87.m3u8
250.19ms,内蒙古卫视,https://stream1.freetv.fun/901de27c68715645c144101c7d6cb3bed6a7e6a0ece085e49a6cc375349eaf34.m3u8
250.20ms,[SD]康巴卫视,https://stream1.freetv.fun/kang-ba-wei-shi-33.m3u8
250.20ms,澳视澳门,https://stream1.freetv.fun/ao-shi-ao-men-4.m3u8
250.20ms,青海卫视,https://stream1.freetv.fun/cb4ff9a4049239fb65c050d7dbd333d9d83b7021661c4861e5e58b9cfb523641.m3u8
250.20ms,内蒙古卫视,https://stream1.freetv.fun/5449f2d57a27706d5b13071efab41c175da68c2cc31af7c2734df6d796390d65.m3u8
250.22ms,南宁公共,https://stream1.freetv.fun/nan-zhu-gong-gong-5.m3u8
250.22ms,[BD]tvbs新聞,https://stream1.freetv.fun/tvbsxin-wen-7.m3u8
250.23ms,[BD]tvbs亞洲,https://stream1.freetv.fun/tvbsya-zhou-11.m3u8
250.24ms,[SD]浙江卫视,https://stream1.freetv.fun/zhe-jiang-wei-shi-6.m3u8
250.24ms,潍坊新闻综合,https://stream1.freetv.fun/ipv6-wei-fang-xin-wen-zong-he-1.m3u8
250.24ms,CCTV13,https://stream1.freetv.fun/eaf6b9b2d576f79181b6050707c8f5729d82f01658112c9f03adca8de05b057e.m3u8
250.25ms,好消息2*,https://stream1.freetv.fun/hao-xiao-xi-2-1.m3u8
250.25ms,[BD]眉山综合,https://stream1.freetv.fun/mei-shan-zong-he-1.m3u8
250.25ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-4.ctv
250.26ms,Ontario Public Access Channel (360p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/ontarioca/G2446_002/playlist.m3u8
250.26ms,CCTV13,https://stream1.freetv.fun/9c5ea1afac03f4018fa46799d1f2788950a59bfae9a3e5a6ce8ff257eea05c41.m3u8
250.27ms,辽宁卫视,https://stream1.freetv.fun/5e3ecdb50a45431973bf9ac2a4fba1a3d484ed258495955b16705142fa63c31d.m3u8
250.28ms,星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-10.m3u8
250.28ms,[BD]寰宇新聞台灣,https://stream1.freetv.fun/huan-yu-xin-wen-tai-wan-5.m3u8
250.29ms,[BD]atv,https://stream1.freetv.fun/atv-5.m3u8
250.29ms,[HD]湖南电视剧,https://stream1.freetv.fun/hu-nan-dian-shi-ju-15.m3u8
250.29ms,浙江卫视,https://stream1.freetv.fun/d35587d65e53779a3e25010f6839792d5a4430a22824793ec4b997e2c4ab3098.m3u8
250.29ms,[BD]tv4,https://stream1.freetv.fun/tv4-3.m3u8
250.30ms,[BD]三立inews,https://stream1.freetv.fun/san-li-inews-3.m3u8
250.30ms,[BD]中視菁采,https://stream1.freetv.fun/zhong-shi-jing-cai-7.m3u8
250.30ms,[BD]广州南国都市,https://stream1.freetv.fun/yan-zhou-nan-guo-du-shi-5.m3u8
250.30ms,[HD]tv 4,https://stream1.freetv.fun/tv-4-3.m3u8
250.31ms,[BD]民視第一,https://stream1.freetv.fun/min-shi-di-yi-6.m3u8
250.32ms,[SD]óčko star,https://stream1.freetv.fun/ocko-star-1.m3u8
250.32ms,宁夏卫视,https://stream1.freetv.fun/7aac82b9389dff476e6cd5bbe2554470ed3e670aa63f7f4c539140885675c52b.m3u8
250.32ms,[BD]龍華經典,https://stream1.freetv.fun/long-hua-jing-dian-5.m3u8
250.33ms,一点泪水dj,https://vd2.bdstatic.com/mda-mm52zzkus5fqm4xh/sc/cae_h264/1638783595083455661/mda-mm52zzkus5fqm4xh.mp4
250.33ms,河北卫视,https://stream1.freetv.fun/2f4ea227a3ee1548287972844219bcc825336b60b9b6b485cfd0ab8ea4fd08b6.m3u8
250.33ms,[HD]channel divya,https://stream1.freetv.fun/channel-divya-1.m3u8
250.33ms,[HD]high news,https://stream1.freetv.fun/high-news-1.m3u8
250.33ms,[HD]rik sat,https://stream1.freetv.fun/rik-sat-1.m3u8
250.34ms,西藏卫视,https://stream1.freetv.fun/546e5d92d47a86a4aeafe2ead4e6609fc32fc5992c2eed9f4f3e7645ef686355.m3u8
250.34ms,[HD]ช่อง espn,https://stream1.freetv.fun/ch-ng-espn-1.m3u8
250.34ms,[BD]自贡综合,https://stream1.freetv.fun/zi-gong-zong-he-6.m3u8
250.35ms,江西卫视,https://stream1.freetv.fun/80bca95b03df18436dd135e8407012a9564496bd5c807844f6d9f5826bd3d57a.m3u8
250.35ms,[VGA]Galaxy Premium *a,https://stream1.freetv.fun/galaxy-premium--a-1.m3u8
250.36ms,[BD]entertainment hub,https://stream1.freetv.fun/entertainment-hub-1.m3u8
250.36ms,凤凰中文,https://stream1.freetv.fun/fe3d3346f748e4ec230691be958aff27e91c225b43b5855685cd1fbe79c56f60.m3u8
250.36ms,[BD]bbc earth,https://stream1.freetv.fun/bbc-earth-12.m3u8
250.37ms,上海都市,https://stream1.freetv.fun/shang-hai-du-shi-10.m3u8
250.37ms,延边卫视,https://stream1.freetv.fun/a26f33a3504d1ef90a6b1750c720fb6b6a0dcab447c91e0afd790b9fe21b2bbf.m3u8
250.38ms,民视新闻,https://stream1.freetv.fun/min-shi-xin-wen-2.m3u8
250.38ms,安徽卫视,https://stream1.freetv.fun/cdfbe455fb831ea9ed9682a5c21b5a04e91c0b311137e44af31d325f23c9029d.m3u8
250.38ms,[HD]东南卫视,https://stream1.freetv.fun/dong-nan-wei-shi-44.m3u8
250.39ms,西藏卫视,https://stream1.freetv.fun/f55c88c0857dc7d8cc279f52291625de6d5c689ed169dd9f81845fb806bcfce9.m3u8
250.40ms,[BD]好消息,https://stream1.freetv.fun/hao-xiao-xi-8.m3u8
250.40ms,[BD]antena 1 tv,https://stream1.freetv.fun/antena-1-tv-1.m3u8
250.42ms,浙江生活,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-3.ctv
250.42ms,厦门卫视,https://stream1.freetv.fun/cf7c26c2c6876a650312f14d2cbc9ed0b6345e59f7bdfbea939572011d0c9955.m3u8
250.43ms,[HD]thai pbs 3,https://stream1.freetv.fun/thai-pbs-3-1.m3u8
250.43ms,[HD]dtv,https://stream1.freetv.fun/dtv-3.m3u8
250.44ms,芒种,https://vd3.bdstatic.com/mda-kat1tr4ka5st965k/hd/mda-kat1tr4ka5st965k.mp4?pd=20
250.44ms,[BD]sana tv,https://stream1.freetv.fun/sana-tv-1.m3u8
250.45ms,新疆卫视,https://stream1.freetv.fun/363c0657149101e76a4b7f45275584ee460444b7772a92df1c69cbecec1c698c.m3u8
250.45ms,[BD]tvbs綜藝,https://stream1.freetv.fun/tvbszong-yi-2.m3u8
250.46ms,CCTV4,https://www.freetv.top/migu/608807416.m3u8?migutoken=85c9fb128ac91587cf67086436bd4af8631774375811d0d14ba7158ffb2f56b528e7e92a2da4c2f8bd757394265b58efcbccdce316306a1dae700620a73e52c2ab049d8bd223c049567a8c10bf
250.46ms,[BD]荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-1.m3u8
250.46ms,[BD]湖北卫视 8m1080,https://stream1.freetv.fun/hu-bei-wei-shi--8m1080-2.m3u8
250.47ms,内蒙古卫视,https://stream1.freetv.fun/1a959dda531fbaea13fcaedb57c7f3df2434622aa3b459d95e5b77561fd9847a.m3u8
250.47ms,[SD]minimax,https://stream1.freetv.fun/minimax-2.m3u8
250.48ms,[BD]好消息2,https://stream1.freetv.fun/hao-xiao-xi-2-12.m3u8
250.48ms,[BD]hell's kitchen germany,https://stream1.freetv.fun/hell-s-kitchen-germany-1.m3u8
250.48ms,[HD]classica古典樂,https://stream1.freetv.fun/classicagu-dian-le-4.m3u8
250.49ms,叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-2.m3u8
250.49ms,西藏卫视,https://stream1.freetv.fun/f8e8db518a6dfddd119d8b4ab6988e5e2b831145ef193422e8a4b3edfa0d92f4.m3u8
250.50ms,ASTROOASIS,https://stream1.freetv.fun/astro-oasis-10.m3u8
250.51ms,青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-64.m3u8
250.51ms,湖南卫视,https://stream1.freetv.fun/6e1e8c8fa9c78b07103b13720938ec0762ed29ef240391c58de8287f6e030a9a.m3u8
250.51ms,[HD]lemar tv,https://stream1.freetv.fun/lemar-tv-1.m3u8
250.52ms,[HD]sky cinema thriller *s,https://stream1.freetv.fun/sky-cinema-thriller--s-1.m3u8
250.52ms,[HD]lego kids tv,https://stream1.freetv.fun/lego-kids-tv-1.m3u8
250.53ms,[BD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-9.m3u8
250.53ms,[BD]racer international,https://stream1.freetv.fun/racer-international-1.m3u8
250.53ms,星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-11.m3u8
250.54ms,[BD]江津新闻综合,https://stream1.freetv.fun/jiang-jin-xin-wen-zong-he-1.m3u8
250.55ms,KOKI-DT1 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02104-imagicommcommun-kokibreaking-ono/playlist.m3u8
250.55ms,福建电视剧,https://stream1.freetv.fun/fu-jian-dian-shi-ju-6.m3u8
250.55ms,[BD]山东卫视,https://stream1.freetv.fun/shan-dong-wei-shi-48.m3u8
250.55ms,CCTV15,https://stream1.freetv.fun/648b7be65cb664f74ece6bf06fd0da367985b0f334507540fdbc65728052feee.m3u8
250.55ms,青海卫视,https://stream1.freetv.fun/9a53c90ec51b8f0c2be4dc03b71d82431e9806e8a7ecc9ec91acaf8c8251157c.m3u8
